age,education,gender,vision_impairment,stimulusName,rationale,stimulusOrder,designName,designCost,rank,designOrder,userKey,compTime,tunedCost,excluded
55-64,High school graduate (or equivalent),Female,no,Stimulus 2,On number one I like how the line goes down and then it springs back  On number five I not fond of it squeezing together first before the line shows,2,stage2-rank1,0,2,4,xttQ4FWfcrQ59yXrjoMryS4vhK63,354832,0.15487,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 2,On number one I like how the line goes down and then it springs back  On number five I not fond of it squeezing together first before the line shows,2,stage2-rank2,0.41565,1,0,xttQ4FWfcrQ59yXrjoMryS4vhK63,354832,0.85487,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 2,On number one I like how the line goes down and then it springs back  On number five I not fond of it squeezing together first before the line shows,2,stage2-rank3,0.91565,4,1,xttQ4FWfcrQ59yXrjoMryS4vhK63,354832,1.35487,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 2,On number one I like how the line goes down and then it springs back  On number five I not fond of it squeezing together first before the line shows,2,stage3-rank1,0,5,2,xttQ4FWfcrQ59yXrjoMryS4vhK63,354832,0.69883,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 1,It is sort and sweet to the point for number one.  On this one I actually like the fading.,3,stage1-rank1,0.11439,5,1,xttQ4FWfcrQ59yXrjoMryS4vhK63,232323,0,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 1,It is sort and sweet to the point for number one.  On this one I actually like the fading.,3,stage2-rank1,0,1,0,xttQ4FWfcrQ59yXrjoMryS4vhK63,232323,0.15487,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 1,It is sort and sweet to the point for number one.  On this one I actually like the fading.,3,stage2-rank2,0.41565,3,4,xttQ4FWfcrQ59yXrjoMryS4vhK63,232323,0.85487,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 1,It is sort and sweet to the point for number one.  On this one I actually like the fading.,3,stage2-rank3,0.91565,4,2,xttQ4FWfcrQ59yXrjoMryS4vhK63,232323,1.35487,FALSE
55-64,High school graduate (or equivalent),Female,no,Stimulus 1,It is sort and sweet to the point for number one.  On this one I actually like the fading.,3,stage3-rank1,0.08484,2,3,xttQ4FWfcrQ59yXrjoMryS4vhK63,232323,0.69883,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 2,best feature is the the quickness of the animation and the worst part can be how the animations are zoomed out and in when they should be zoomed for faster.,0,stage1-rank1,0.11439,2,0,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,227551,0,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 2,best feature is the the quickness of the animation and the worst part can be how the animations are zoomed out and in when they should be zoomed for faster.,0,stage2-rank1,0,3,2,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,227551,0.15487,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 2,best feature is the the quickness of the animation and the worst part can be how the animations are zoomed out and in when they should be zoomed for faster.,0,stage2-rank2,0.41565,4,3,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,227551,0.85487,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 2,best feature is the the quickness of the animation and the worst part can be how the animations are zoomed out and in when they should be zoomed for faster.,0,stage2-rank3,0.91565,1,4,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,227551,1.35487,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 2,best feature is the the quickness of the animation and the worst part can be how the animations are zoomed out and in when they should be zoomed for faster.,0,stage3-rank1,0,5,1,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,227551,0.69883,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 3,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,1,stage1-rank1,0.36439,5,0,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,232729,0.04096,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 3,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,1,stage2-rank1,0.22139,4,4,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,232729,0.47506,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 3,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,1,stage2-rank2,1.39426,3,1,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,232729,1.57981,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 3,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,1,stage2-rank3,2.46565,2,3,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,232729,2.90487,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 3,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,1,stage3-rank1,0.48871,1,2,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,232729,1.24883,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 1,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,2,stage1-rank1,0.11439,1,2,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,56219,0,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 1,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,2,stage2-rank1,0,5,3,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,56219,0.15487,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 1,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,2,stage2-rank2,0.41565,2,1,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,56219,0.85487,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 1,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,2,stage2-rank3,0.91565,4,4,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,56219,1.35487,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 1,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,2,stage3-rank1,0.08484,3,0,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,56219,0.69883,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 4,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,3,stage1-rank1,1.01439,5,3,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,377787,0.39096,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 4,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,3,stage2-rank1,0.74426,2,0,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,377787,0.92981,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 4,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,3,stage2-rank2,1.11565,3,1,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,377787,1.25487,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 4,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,3,stage2-rank3,1.64426,4,2,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,377787,1.52981,FALSE
18-24,High school graduate (or equivalent),Male,no,Stimulus 4,the best of the animation on the speed of it and the worst is the animation thats takes too long to organize.,3,stage3-rank1,0.87229,1,4,yAZQfBAVtfXZL4oYpdvoKcuY5vA3,377787,1.29883,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 2,"The best animations used one transition. The worst animations used 2 transitions, one along each axis separately.",0,stage1-rank1,0.11439,1,4,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,201195,0,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 2,"The best animations used one transition. The worst animations used 2 transitions, one along each axis separately.",0,stage2-rank1,0,2,0,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,201195,0.15487,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 2,"The best animations used one transition. The worst animations used 2 transitions, one along each axis separately.",0,stage2-rank2,0.41565,3,1,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,201195,0.85487,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 2,"The best animations used one transition. The worst animations used 2 transitions, one along each axis separately.",0,stage2-rank3,0.91565,5,3,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,201195,1.35487,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 2,"The best animations used one transition. The worst animations used 2 transitions, one along each axis separately.",0,stage3-rank1,0,4,2,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,201195,0.69883,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 1,I don't like the animations that move the data and axis in two or more stages. The best one expands everything at once.,1,stage1-rank1,0.11439,1,3,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,156341,0,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 1,I don't like the animations that move the data and axis in two or more stages. The best one expands everything at once.,1,stage2-rank1,0,3,1,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,156341,0.15487,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 1,I don't like the animations that move the data and axis in two or more stages. The best one expands everything at once.,1,stage2-rank2,0.41565,2,0,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,156341,0.85487,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 1,I don't like the animations that move the data and axis in two or more stages. The best one expands everything at once.,1,stage2-rank3,0.91565,4,2,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,156341,1.35487,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 1,I don't like the animations that move the data and axis in two or more stages. The best one expands everything at once.,1,stage3-rank1,0.08484,5,4,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,156341,0.69883,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 4,Number 5 seemed like the smoothest animation that made the most sense.,2,stage1-rank1,1.01439,1,4,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,75227,0.39096,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 4,Number 5 seemed like the smoothest animation that made the most sense.,2,stage2-rank1,0.74426,5,2,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,75227,0.92981,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 4,Number 5 seemed like the smoothest animation that made the most sense.,2,stage2-rank2,1.11565,3,1,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,75227,1.25487,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 4,Number 5 seemed like the smoothest animation that made the most sense.,2,stage2-rank3,1.64426,2,0,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,75227,1.52981,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 4,Number 5 seemed like the smoothest animation that made the most sense.,2,stage3-rank1,0.87229,4,3,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,75227,1.29883,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 3,The first one is clearly the best by a large margin. There is no reason to first manipulate the x axis and then the y axis after.  The first transition simply shuffles them in 1 stage and makes it easy to process.,3,stage1-rank1,0.36439,1,0,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,121521,0.04096,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 3,The first one is clearly the best by a large margin. There is no reason to first manipulate the x axis and then the y axis after.  The first transition simply shuffles them in 1 stage and makes it easy to process.,3,stage2-rank1,0.22139,5,1,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,121521,0.47506,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 3,The first one is clearly the best by a large margin. There is no reason to first manipulate the x axis and then the y axis after.  The first transition simply shuffles them in 1 stage and makes it easy to process.,3,stage2-rank2,1.39426,4,3,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,121521,1.57981,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 3,The first one is clearly the best by a large margin. There is no reason to first manipulate the x axis and then the y axis after.  The first transition simply shuffles them in 1 stage and makes it easy to process.,3,stage2-rank3,2.46565,2,4,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,121521,2.90487,FALSE
45-54,Associate or Bachelors degree,Male,no,Stimulus 3,The first one is clearly the best by a large margin. There is no reason to first manipulate the x axis and then the y axis after.  The first transition simply shuffles them in 1 stage and makes it easy to process.,3,stage3-rank1,0.48871,3,2,yi7yk7KgNdVLYD8QhkJEHyfo0wH2,121521,1.24883,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation clearly compressed the data to the average number, then adjusted thegraph lines behind it. The worst animation adjusted it to its distribution bar graph, but at first, it had no real relation to the background graph - it wasn't the average, but wasn't the top either, somewhere between - then it adjusted the lines to the final average number. It didn't make much sense.",0,stage1-rank1,1.01439,4,2,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,403664,0.39096,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation clearly compressed the data to the average number, then adjusted thegraph lines behind it. The worst animation adjusted it to its distribution bar graph, but at first, it had no real relation to the background graph - it wasn't the average, but wasn't the top either, somewhere between - then it adjusted the lines to the final average number. It didn't make much sense.",0,stage2-rank1,0.74426,3,1,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,403664,0.92981,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation clearly compressed the data to the average number, then adjusted thegraph lines behind it. The worst animation adjusted it to its distribution bar graph, but at first, it had no real relation to the background graph - it wasn't the average, but wasn't the top either, somewhere between - then it adjusted the lines to the final average number. It didn't make much sense.",0,stage2-rank2,1.11565,5,0,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,403664,1.25487,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation clearly compressed the data to the average number, then adjusted thegraph lines behind it. The worst animation adjusted it to its distribution bar graph, but at first, it had no real relation to the background graph - it wasn't the average, but wasn't the top either, somewhere between - then it adjusted the lines to the final average number. It didn't make much sense.",0,stage2-rank3,1.64426,2,4,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,403664,1.52981,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation clearly compressed the data to the average number, then adjusted thegraph lines behind it. The worst animation adjusted it to its distribution bar graph, but at first, it had no real relation to the background graph - it wasn't the average, but wasn't the top either, somewhere between - then it adjusted the lines to the final average number. It didn't make much sense.",0,stage3-rank1,0.87229,1,3,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,403664,1.29883,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 1,"1 is good, because it first 'compacts' the data into the smaller area, then it specifically shows how that data then 'stretches' in each new direction, separately.  The last one is the worst, because it pulls in both directions at the same time, and some data points just 'disappear' along the way. ",1,stage1-rank1,0.11439,5,0,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,434046,0,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 1,"1 is good, because it first 'compacts' the data into the smaller area, then it specifically shows how that data then 'stretches' in each new direction, separately.  The last one is the worst, because it pulls in both directions at the same time, and some data points just 'disappear' along the way. ",1,stage2-rank1,0,2,2,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,434046,0.15487,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 1,"1 is good, because it first 'compacts' the data into the smaller area, then it specifically shows how that data then 'stretches' in each new direction, separately.  The last one is the worst, because it pulls in both directions at the same time, and some data points just 'disappear' along the way. ",1,stage2-rank2,0.41565,4,3,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,434046,0.85487,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 1,"1 is good, because it first 'compacts' the data into the smaller area, then it specifically shows how that data then 'stretches' in each new direction, separately.  The last one is the worst, because it pulls in both directions at the same time, and some data points just 'disappear' along the way. ",1,stage2-rank3,0.91565,3,4,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,434046,1.35487,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 1,"1 is good, because it first 'compacts' the data into the smaller area, then it specifically shows how that data then 'stretches' in each new direction, separately.  The last one is the worst, because it pulls in both directions at the same time, and some data points just 'disappear' along the way. ",1,stage3-rank1,0.08484,1,1,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,434046,0.69883,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 3,"I like how #1 takes the bars, and changes their sizes 'individually', AS they are moving. It feels most like rearranging tangible items. The #5 one rearranges and *partially* resizes them - then goes on to resize them a second time. It's confusing. ",2,stage1-rank1,0.36439,1,1,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,279404,0.04096,FALSE
45-54,Associate or Bachelors degree,Female,no,Stimulus 3,"I like how #1 takes the bars, and changes their sizes 'individually', AS they are moving. It feels most like rearranging tangible items. The #5 one rearranges and *partially* resizes them - then goes on to resize them a second time. It's confusing. ",2,stage2-rank1,0.22139,3,2,yigQ5RbxiLWGlBCk7YfT8xXOeaA3,279404,0.47506,FALSE
